"","x"
"788",186.710737770959
"789",150.957832276866
"790",52.0239910175752
"791",200.170600334985
"792",104.631476945365
"793",60.5387455346632
"794",119.567357517867
"795",261.771033919459
"796",154.745601321856
"797",166.063384316579
"798",243.038516627208
"799",162.269066688397
"800",97.8877843727335
"801",64.2771577880851
"802",55.4378481255987
"803",122.965261648825
"804",167.454466022656
"805",116.91681132393
"806",110.219180504205
"807",82.6940410191474
"808",149.758078396036
"809",98.6425824465253
"810",106.150109383478
"811",186.720429783707
"812",136.998267506596
"813",73.0904946915118
"814",152.769955787758
"815",95.3122642283688
"816",77.6329608298947
"817",187.71576265905
"818",67.3793747568712
"819",82.6994127730702
"820",245.044247329402
"821",65.5704717205609
"822",123.718514166361
"823",226.890914168883
"824",174.692019090376
"825",95.8221762918054
"826",171.564073448809
"827",120.701272993031
"828",114.034484572351
"829",73.1372066451719
"830",157.507033575867
"831",106.620679977235
"832",134.600066187399
"833",115.892882842023
"834",153.061140640762
"835",132.177066986782
"836",144.540490318967
"837",174.895161789938
"838",153.207115226349
"839",73.5703218195574
"840",146.501331709927
"841",67.7643139711566
"842",194.989856286027
"843",69.4766730007923
"844",142.069160250522
"845",259.12490097886
"846",63.1229715495407
"847",116.669532889958
"848",61.3135576287088
"849",85.8639704905742
"850",135.024571778873
"851",124.103532745194
"852",126.968983897911
"853",170.425527632973
"854",94.5284762290704
"855",170.716643454354
"856",134.623301414841
"857",217.562471524648
"858",143.233461325352
"859",74.069899883676
"860",218.223486427213
"861",109.881758977884
"862",149.941762244569
"863",127.364769671455
"864",113.288243649777
"865",275.280606774622
"866",100.832566657034
"867",260.526675732089
"868",114.86661272093
"869",76.1930768963327
"870",92.0150841068999
"871",68.599754589796
"872",110.637944953633
"873",105.166723471164
"874",166.980822966556
"875",230.772070468659
"876",107.25767957047
"877",118.06184913829
"878",113.589273677208
"879",165.099267995712
"880",163.396053335691
"881",180.310024374396
"882",66.782224089898
"883",155.50863075974
"884",125.612085064767
"885",112.334091828854
"886",194.827224299603
"887",118.031819528711
"888",95.2461151015853
"889",100.732164308611
"890",280.669976331183
"891",133.657265136006
"892",70.4500497395788
"893",111.954514960487
"894",76.5407245406478
"895",160.814001806031
"896",93.7033971496003
"897",105.253314508317
"898",85.0546018954495
"899",85.4266249850504
"900",80.5562033470133
"901",102.115426199108
"902",185.133107912057
"903",207.252873556921
"904",139.715097645708
"905",69.3473634724488
"906",215.956282575983
"907",132.478326512975
"908",218.191329691644
"909",171.786106723363
"910",95.1057348008644
"911",97.0528141136428
"912",115.908889391443
"913",172.838134731594
"914",100.633089319208
"915",54.9097634499607
"916",263.707763306085
"917",153.555319153607
"918",74.450539674327
"919",156.375264135935
"920",60.1583342021603
"921",147.964581831415
"922",164.020341842688
"923",213.468044935812
"924",136.871170174879
"925",119.625681244507
"926",63.3110395822888
"927",126.093395368573
"928",242.7896961335
"929",87.7642440905554
"930",60.4419364622271
"931",100.699870098745
"932",166.376785474478
"933",99.9168537791947
"934",157.55981459484
"935",98.4571787278809
"936",172.988591327351
"937",124.528543796428
"938",83.2999211498358
"939",99.4578673249447
"940",157.479487491923
"941",184.411423449421
"942",87.1897401597888
"943",67.3076285854283
"944",131.450382593585
"945",82.2182693337077
"946",162.760431611304
"947",133.534261033993
"948",90.4556121480203
"949",110.190873690663
"950",82.5608890658168
"951",156.341398814994
"952",198.546194998845
"953",59.5363453352754
"954",95.7848396803087
"955",57.9509688632799
"956",226.173872376248
"957",78.1833509204254
"958",237.284375179776
"959",90.6744726059808
"960",62.6139632143915
"961",211.25284808927
"962",202.032372916593
"963",145.962515380293
"964",160.802740359932
"965",55.861329922391
"966",175.59229770615
"967",86.4995586279762
"968",198.685942680236
"969",89.3554911505193
"970",199.388600654684
"971",70.3868805982414
"972",133.197143952414
"973",93.1428435312344
"974",118.414561349773
"975",124.479006910895
"976",98.9891597231234
"977",140.662599760116
"978",175.106322523817
"979",113.930966589528
"980",80.0896889811996
"981",105.569622691351
"982",133.451791620016
"983",157.529306124167
"984",101.529639804395
"985",125.866502714899
"986",60.6017366207798
"987",82.3581151358023
"988",112.176103316276
"989",253.699877200706
"990",225.314259129425
"991",238.835702781018
"992",207.17997472215
"993",80.4783590991445
"994",147.098139959845
"995",203.245610063186
"996",92.4164200364957
"997",292.82560061787
"998",130.565380717352
"999",189.862711489762
"1000",167.590258695709
"1001",109.85556806141
"1002",89.7668473921351
"1003",235.003411331
"1004",197.840413232959
"1005",87.6222257509529
"1006",121.695293536395
"1007",94.2918991658108
"1008",266.247518522711
"1009",88.041526570133
"1010",148.538459723418
"1011",202.928085439488
"1012",186.07920778039
"1013",100.758603984846
"1014",91.7558970559538
"1015",52.3678547258252
"1016",63.3772330849121
"1017",70.8582106285287
"1018",149.833432635727
"1019",125.015242667261
"1020",100.142970121256
"1021",181.560557944287
"1022",63.2773050237538
"1023",132.154345778038
"1024",77.1532989012748
"1025",166.831744919092
"1026",81.9950627828814
"1027",61.5046199280771
"1028",71.899899877015
"1029",273.295418356047
"1030",152.770310170134
"1031",122.824355923
"1032",80.6689307288504
"1033",64.0613157112686
"1034",123.07030298405
"1035",179.516801894794
"1036",153.577447035196
"1037",137.064211912902
"1038",82.5159503768724
"1039",54.2986940259143
"1040",74.4827846875934
"1041",241.837288859797
"1042",58.3493100245656
"1043",151.247053506541
"1044",166.703782150444
"1045",141.607672477691
"1046",66.4353352594313
"1047",135.854989446898
"1048",107.338360181446
"1049",163.209639284854
"1050",81.5705815033007
"1051",164.157456846073
"1052",157.607677682496
"1053",202.752857016024
"1054",127.022500003667
"1055",123.492347920466
"1056",247.519084439319
"1057",170.475800893757
"1058",60.9741700373387
"1059",57.6633251934814
"1060",97.2960440256772
"1061",157.229951967576
"1062",116.709676052776
"1063",161.859518342368
"1064",153.866750987857
"1065",157.502800105785
"1066",126.479904452756
"1067",239.360198844663
"1068",130.364567932051
"1069",175.022978725914
"1070",225.543578705144
"1071",242.450362853589
"1072",198.388915407403
"1073",86.2218408292966
"1074",198.473003981498
"1075",120.684601765318
"1076",191.747748499241
"1077",151.159689857956
"1078",150.129791692477
"1079",217.791360391209
"1080",63.7646812842454
"1081",119.689972734165
"1082",95.8090976906366
"1083",148.291418416318
"1084",98.0320434989395
"1085",98.0239695120718
"1086",60.9942306692658
"1087",141.280728644339
"1088",117.242602485809
"1089",53.0152069739629
"1090",64.9455872562058
"1091",125.864178266989
"1092",148.993357528654
"1093",232.504546288036
"1094",116.595055871109
"1095",178.992783933031
"1096",78.7524600275855
"1097",130.950626742016
"1098",175.91134277408
"1099",85.8373978528181
"1100",248.219810480037
"1101",257.54294440295
"1102",138.893705061863
"1103",117.631050671969
"1104",83.3991131605304
"1105",243.073899280608
"1106",252.574703325463
"1107",89.7563416727166
"1108",89.3768290546771
"1109",88.4650734592847
"1110",160.916939588478
"1111",137.359833000669
"1112",105.135731900738
"1113",135.729762022485
"1114",134.685507777199
"1115",124.132946184775
"1116",51.8596970562972
"1117",88.4901664346592
"1118",116.33328785658
"1119",250.12590380274
"1120",198.985669878163
"1121",79.9086293663267
"1122",147.327064346711
"1123",120.614053186751
"1124",135.676894156722
"1125",181.554264457526
"1126",76.3707618457877
"1127",52.6500647727144
"1128",63.5327320898885
"1129",202.975929176843
"1130",96.61901914317
"1131",114.705393867574
"1132",133.208326265317
"1133",76.2814629110492
"1134",105.550465584705
"1135",64.8094978810313
"1136",168.926941610625
"1137",114.797931569569
"1138",91.5431513243605
"1139",65.0718272391064
"1140",111.751650519258
"1141",134.90725616079
"1142",124.973109827354
"1143",115.737277887562
"1144",51.1222358342919
"1145",78.3634208146016
"1146",162.204635830645
"1147",197.284560299165
"1148",168.809944967533
"1149",115.699414104061
"1150",80.869117480006
"1151",67.2900955212646
"1152",201.0520446686
"1153",162.27087460831
"1154",190.787176770916
"1155",148.409632785473
"1156",188.303163545242
"1157",96.0715617903248
"1158",73.9697578934489
"1159",107.262833488143
"1160",172.711721439767
"1161",111.532113578422
"1162",125.594301773982
"1163",62.9965825303172
"1164",83.8231791394673
"1165",122.985563073495
"1166",110.165872829078
"1167",67.1449756685873
"1168",88.1543772132563
"1169",61.0985199870256
"1170",216.334272605102
"1171",63.7946202587578
"1172",68.4597448775778
"1173",188.920510062821
"1174",72.8114069784747
"1175",157.997619926023
"1176",217.400646951826
"1177",128.22856747498
"1178",82.6834956882541
"1179",61.3657907853487
"1180",168.421155098602
"1181",179.862316216566
"1182",86.7896467555368
"1183",184.045933308281
"1184",159.338031772828
"1185",121.09313959606
"1186",182.561587194886
"1187",115.239380546663
"1188",87.8219333522318
"1189",149.278843783469
"1190",184.781515806993
"1191",266.412500798221
"1192",187.726765764076
"1193",84.6685761977608
"1194",298.889794064252
"1195",133.439750660905
"1196",182.805384661135
"1197",166.913612022236
"1198",74.2273776561204
"1199",174.903240042348
"1200",155.713512885838
"1201",141.016809496442
"1202",139.915625097801
"1203",130.910610398179
"1204",197.469987267785
"1205",191.55013485642
"1206",77.4983863135493
"1207",104.721967040094
"1208",102.667084866236
"1209",91.0651070083794
"1210",210.153286796011
"1211",53.4436729176193
"1212",55.2998283477605
"1213",121.087353596587
"1214",61.6967290474006
"1215",66.446274092028
"1216",85.3404592677831
"1217",180.441119792086
"1218",50.4163208584141
"1219",96.1902436402513
"1220",105.242358011473
"1221",136.711507611594
"1222",73.8103664620864
"1223",218.274462340084
"1224",60.7802657511903
"1225",60.0728984493621
"1226",224.248372322936
"1227",199.975394469455
"1228",141.809734709644
"1229",65.4011073060256
"1230",106.629498764274
"1231",55.163878066366
"1232",152.689436589386
"1233",60.2255832435823
"1234",148.14376616192
"1235",92.8318455426924
"1236",54.0481987528147
"1237",100.045698958161
"1238",159.849423090215
"1239",231.740636112664
"1240",143.819930899277
"1241",126.87023797552
"1242",105.446090664889
"1243",180.340769265677
"1244",172.216884144694
"1245",189.653012118423
"1246",111.94713473532
"1247",62.8961087809417
"1248",153.696174196523
"1249",74.1844377917418
"1250",95.150660131011
"1251",122.976081404563
"1252",161.765953947494
"1253",74.771710516141
"1254",84.8845118451391
"1255",99.1964761418636
"1256",77.2039379244336
"1257",127.060547956389
"1258",68.1648607912206
"1259",233.19192667213
"1260",73.4840275116147
"1261",52.7828432512317
"1262",124.093294732287
"1263",151.274576370268
"1264",106.514621385317
"1265",222.735440612755
"1266",104.649279524497
"1267",83.1847875341487
"1268",174.776834661882
"1269",118.622099835063
"1270",195.51066695301
"1271",155.813605440035
"1272",56.6300630935081
"1273",80.1415160081634
"1274",158.815869010232
"1275",190.298386258502
"1276",118.180310446454
"1277",117.264768926157
"1278",66.8073868228182
"1279",209.103124569009
"1280",70.0212466180137
"1281",177.205460855196
"1282",119.762536125801
"1283",158.629292733854
"1284",122.987799665131
"1285",76.9042412791349
"1286",179.8806775704
"1287",134.155881669605
"1288",205.091412486464
"1289",140.702466492893
"1290",118.969702195851
"1291",110.93749257529
"1292",160.135386948937
"1293",74.6458587943651
"1294",114.065618015349
"1295",121.503485267626
"1296",88.2165462443852
"1297",84.2197015363953
"1298",101.790799152213
"1299",72.1631904236351
"1300",130.946193339781
"1301",59.3700402633276
"1302",147.673161804397
"1303",93.7697241773766
"1304",131.806188456238
"1305",109.297474684151
"1306",74.1006283922589
"1307",54.1617299564073
"1308",135.300184606473
"1309",159.024576713239
"1310",112.181665429033
"1311",58.5321084738211
"1312",119.93762942146
"1313",80.2681849849646
"1314",66.6020629097038
"1315",105.629546861985
"1316",160.333228290022
"1317",76.4675299343543
"1318",137.436591250465
"1319",220.69406195902
"1320",385.02478385174
"1321",152.426462096471
"1322",212.795392032398
"1323",104.264603308321
"1324",140.302353274664
"1325",176.803313881633
"1326",131.143611329838
